,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission
54278,Cayman Islands,natural_gas,2019,0.0,0.0,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.0
54279,Cayman Islands,petroleum_n_other_liquids,2019,0.0112546323,0.0,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.6672979999850652
54280,Cayman Islands,nuclear,2019,,,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.0
54281,Cayman Islands,renewables_n_other,2019,0.00014393316,0.00014393316,3.77842,64.9202,175.57810142297774,3.0167544793855634,0.0
54282,Central African Republic,all_energy_types,2019,0.0053177662,0.0013356,4.13773,4751.85,1.119093868703768,1.285189270445389,0.278282
54283,Central African Republic,coal,2019,0.0,0.0,4.13773,4751.85,1.119093868703768,1.285189270445389,0.0
54284,Central African Republic,natural_gas,2019,0.0,0.0,4.13773,4751.85,1.119093868703768,1.285189270445389,0.0
54285,Central African Republic,petroleum_n_other_liquids,2019,0.0039821662,0.0,4.13773,4751.85,1.119093868703768,1.285189270445389,0.278282
54286,Central African Republic,nuclear,2019,,,4.13773,4751.85,1.119093868703768,1.285189270445389,0.0
54287,Central African Republic,renewables_n_other,2019,0.0013356,0.0013356,4.13773,4751.85,1.119093868703768,1.285189270445389,0.0
54288,Chad,all_energy_types,2019,0.0251233299,0.291612936,24.9406,15956.2,1.5745183627680777,1.0073266040111304,1.7162899
54289,Chad,coal,2019,0.0,0.0,24.9406,15956.2,1.5745183627680777,1.0073266040111304,0.0
54290,Chad,natural_gas,2019,0.0,0.0,24.9406,15956.2,1.5745183627680777,1.0073266040111304,0.0
54291,Chad,petroleum_n_other_liquids,2019,0.0250431939,0.2915328,24.9406,15956.2,1.5745183627680777,1.0073266040111304,1.7162899
54292,Chad,nuclear,2019,,,24.9406,15956.2,1.5745183627680777,1.0073266040111304,0.0
54293,Chad,renewables_n_other,2019,8.0136e-05,8.0136e-05,24.9406,15956.2,1.5745183627680777,1.0073266040111304,0.0
54294,Chile,all_energy_types,2019,1.560052674194422,0.4322306133785894,439.69,18922.75,82.44323231001954,3.548074038969324,86.874650457
54295,Chile,coal,2019,0.26075531385466655,0.026220411329043136,439.69,18922.75,82.44323231001954,3.548074038969324,25.38278228350298
54296,Chile,natural_gas,2019,0.24290107297670802,0.05397990199315283,439.69,18922.75,82.44323231001954,3.548074038969324,10.604137173
54297,Chile,petroleum_n_other_liquids,2019,0.72569699697703,0.01996220901639349,439.69,18922.75,82.44323231001954,3.548074038969324,50.887731
54298,Chile,nuclear,2019,,,439.69,18922.75,82.44323231001954,3.548074038969324,0.0
54299,Chile,renewables_n_other,2019,0.3306992903860176,0.33206809104,439.69,18922.75,82.44323231001954,3.548074038969324,0.0
54300,China,all_energy_types,2019,151.60888604436144,123.59135959298148,23128.34,1434512.0,105.68673252253132,6.555113166114016,10608.600386434
54301,China,coal,2019,91.36482829823228,87.63471318335526,23128.34,1434512.0,105.68673252253132,6.555113166114016,8546.287449820698
54302,China,natural_gas,2019,11.313870568,6.362312406014881,23128.34,1434512.0,105.68673252253132,6.555113166114016,548.698591813
54303,China,petroleum_n_other_liquids,2019,27.905785676,8.21524763305134,23128.34,1434512.0,105.68673252253132,6.555113166114016,1513.6143448
54304,China,nuclear,2019,3.381769768,3.381769768,23128.34,1434512.0,105.68673252253132,6.555113166114016,0.0
54305,China,renewables_n_other,2019,17.642631734129168,17.99731660256,23128.34,1434512.0,105.68673252253132,6.555113166114016,0.0
54306,Colombia,all_energy_types,2019,1.753107333274276,5.073328043963993,690.987,50225.2,34.904934838970796,2.5371061008011377,75.94596771
54307,Colombia,coal,2019,0.2463053481530604,2.214683289458737,690.987,50225.2,34.904934838970796,2.5371061008011377,10.178125329600666
54308,Colombia,natural_gas,2019,0.3894370616064046,0.3764520569134949,690.987,50225.2,34.904934838970796,2.5371061008011377,19.95179338
54309,Colombia,petroleum_n_other_liquids,2019,0.71024926319,1.952187218871761,690.987,50225.2,34.904934838970796,2.5371061008011377,45.816049
54310,Colombia,nuclear,2019,,,690.987,50225.2,34.904934838970796,2.5371061008011377,0.0
54311,Colombia,renewables_n_other,2019,0.40711566032481084,0.53000547872,690.987,50225.2,34.904934838970796,2.5371061008011377,0.0
54312,Comoros,all_energy_types,2019,0.0045497505,3.5616e-06,2.384,851.027,5.346188193794086,1.9084523909395974,0.301926504
54313,Comoros,coal,2019,0.0,0.0,2.384,851.027,5.346188193794086,1.9084523909395974,0.0
54314,Comoros,natural_gas,2019,0.0,0.0,2.384,851.027,5.346188193794086,1.9084523909395974,0.0
54315,Comoros,petroleum_n_other_liquids,2019,0.0045461889,0.0,2.384,851.027,5.346188193794086,1.9084523909395974,0.301926504
54316,Comoros,nuclear,2019,,,2.384,851.027,5.346188193794086,1.9084523909395974,0.0
54317,Comoros,renewables_n_other,2019,3.5616e-06,3.5616e-06,2.384,851.027,5.346188193794086,1.9084523909395974,0.0
54318,Congo-Brazzaville,all_energy_types,2019,0.08692788392484,0.7664154790154,17.937,5382.29,16.150724677570327,4.846288895848804,4.4339781
54319,Congo-Brazzaville,coal,2019,0.0,0.0,17.937,5382.29,16.150724677570327,4.846288895848804,0.0
54320,Congo-Brazzaville,natural_gas,2019,0.05177194472484,0.05177194472484,17.937,5382.29,16.150724677570327,4.846288895848804,2.7268481
54321,Congo-Brazzaville,petroleum_n_other_liquids,2019,0.0256914072,0.70510735029056,17.937,5382.29,16.150724677570327,4.846288895848804,1.70713
54322,Congo-Brazzaville,nuclear,2019,,,17.937,5382.29,16.150724677570327,4.846288895848804,0.0
54323,Congo-Brazzaville,renewables_n_other,2019,0.009464532,0.009536184,17.937,5382.29,16.150724677570327,4.846288895848804,0.0
54324,Congo-Kinshasa,all_energy_types,2019,0.11928103224579682,0.13348309430398478,80.9978,86840.5,1.3735645493266027,1.4726453341423698,2.641757936
54325,Congo-Kinshasa,coal,2019,0.0004696317456368288,0.0,80.9978,86840.5,1.3735645493266027,1.4726453341423698,0.08437464099184494
54326,Congo-Kinshasa,natural_gas,2019,1.396320016e-05,1.396320016e-05,80.9978,86840.5,1.3735645493266027,1.4726453341423698,0.000740841
54327,Congo-Kinshasa,petroleum_n_other_liquids,2019,0.0363597693,0.05149890710382478,80.9978,86840.5,1.3735645493266027,1.4726453341423698,2.556642453972466
54328,Congo-Kinshasa,nuclear,2019,,,80.9978,86840.5,1.3735645493266027,1.4726453341423698,0.0
54329,Congo-Kinshasa,renewables_n_other,2019,0.082437668,0.081970224,80.9978,86840.5,1.3735645493266027,1.4726453341423698,0.0
54330,Cook Islands,all_energy_types,2019,0.001671732316,9.5531016e-05,,,0.0,0.0,0.1123327
54331,Cook Islands,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54332,Cook Islands,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54333,Cook Islands,petroleum_n_other_liquids,2019,0.0015762013,0.0,,,0.0,0.0,0.11233269999824202
54334,Cook Islands,nuclear,2019,,,,,0.0,0.0,0.0
54335,Cook Islands,renewables_n_other,2019,9.5531016e-05,9.5531016e-05,,,0.0,0.0,0.0
54336,Costa Rica,all_energy_types,2019,0.22663028124463863,0.10046142792,94.3605,5046.06,44.91232392096777,2.4017494740345655,7.923880021
54337,Costa Rica,coal,2019,3.6570076589851738e-06,0.0,94.3605,5046.06,44.91232392096777,2.4017494740345655,0.0016432797170336073
54338,Costa Rica,natural_gas,2019,0.0,0.0,94.3605,5046.06,44.91232392096777,2.4017494740345655,0.0
54339,Costa Rica,petroleum_n_other_liquids,2019,0.1260863266036,0.0,94.3605,5046.06,44.91232392096777,2.4017494740345655,7.922236741774
54340,Costa Rica,nuclear,2019,,,94.3605,5046.06,44.91232392096777,2.4017494740345655,0.0
54341,Costa Rica,renewables_n_other,2019,0.10054029763337965,0.10046142792,94.3605,5046.06,44.91232392096777,2.4017494740345655,0.0
54342,Croatia,all_energy_types,2019,0.36475912689084233,0.14180544164829492,110.2903,4064.95,89.7327462553887,3.307263892571172,17.147887659
54343,Croatia,coal,2019,0.01688756841965741,0.0,110.2903,4064.95,89.7327462553887,3.307263892571172,1.4225004125562768
54344,Croatia,natural_gas,2019,0.10701122737200006,0.036886003266,110.2903,4064.95,89.7327462553887,3.307263892571172,5.409200246
54345,Croatia,petroleum_n_other_liquids,2019,0.1443892192,0.03018201566229493,110.2903,4064.95,89.7327462553887,3.307263892571172,10.316187
54346,Croatia,nuclear,2019,,,110.2903,4064.95,89.7327462553887,3.307263892571172,0.0
54347,Croatia,renewables_n_other,2019,0.09647111189918485,0.07473742272,110.2903,4064.95,89.7327462553887,3.307263892571172,0.0
54348,Cuba,all_energy_types,2019,0.3715685526254388,0.14512363925665542,152.228,11330.8,32.79279067898461,2.4408686485103845,22.496372604
54349,Cuba,coal,2019,7.613006386378479e-05,0.0,152.228,11330.8,32.79279067898461,2.4408686485103845,0.025057645665024362
54350,Cuba,natural_gas,2019,0.034192516896,0.034192516896,152.228,11330.8,32.79279067898461,2.4408686485103845,1.814325958
54351,Cuba,petroleum_n_other_liquids,2019,0.3290608667,0.10286409836065542,152.228,11330.8,32.79279067898461,2.4408686485103845,20.656989
54352,Cuba,nuclear,2019,,,152.228,11330.8,32.79279067898461,2.4408686485103845,0.0
54353,Cuba,renewables_n_other,2019,0.008239038965574996,0.008067024,152.228,11330.8,32.79279067898461,2.4408686485103845,0.0
54354,Cyprus,all_energy_types,2019,0.11892190713268976,0.00458556,33.8259,888.005,133.92031253505303,3.5157056318587165,8.226035335
54355,Cyprus,coal,2019,3.274332689752538e-06,0.0,33.8259,888.005,133.92031253505303,3.5157056318587165,0.00039989841598342326
54356,Cyprus,natural_gas,2019,0.0,0.0,33.8259,888.005,133.92031253505303,3.5157056318587165,0.0
54357,Cyprus,petroleum_n_other_liquids,2019,0.1143330728,0.0,33.8259,888.005,133.92031253505303,3.5157056318587165,8.225635437
54358,Cyprus,nuclear,2019,,,33.8259,888.005,133.92031253505303,3.5157056318587165,0.0
54359,Cyprus,renewables_n_other,2019,0.00458556,0.00458556,33.8259,888.005,133.92031253505303,3.5157056318587165,0.0
54360,Czech Republic,all_energy_types,2019,1.730213284965265,0.9978992060582436,410.036,10677.38,162.04474177797033,4.219661895456167,104.272224724
54361,Czech Republic,coal,2019,0.6072717721017581,0.5618048530982979,410.036,10677.38,162.04474177797033,4.219661895456167,63.23584553447711
54362,Czech Republic,natural_gas,2019,0.3155000358930017,0.007645060651530341,410.036,10677.38,162.04474177797033,4.219661895456167,15.93969319
54363,Czech Republic,petroleum_n_other_liquids,2019,0.44885215071751,0.0036849056284153077,410.036,10677.38,162.04474177797033,4.219661895456167,25.096686
54364,Czech Republic,nuclear,2019,0.323279691,0.323279691,410.036,10677.38,162.04474177797033,4.219661895456167,0.0
54365,Czech Republic,renewables_n_other,2019,0.035309635252995145,0.10148469568,410.036,10677.38,162.04474177797033,4.219661895456167,0.0
54366,Côte d’Ivoire,all_energy_types,2019,0.212106033525,0.19167681865497394,141.232,25731.3,8.243113776801017,1.5018270188413392,10.798183713
54367,Côte d’Ivoire,coal,2019,0.0,0.0,141.232,25731.3,8.243113776801017,1.5018270188413392,0.0
54368,Côte d’Ivoire,natural_gas,2019,0.085715655025,0.08571537356382,141.232,25731.3,8.243113776801017,1.5018270188413392,3.740786713
54369,Côte d’Ivoire,petroleum_n_other_liquids,2019,0.1085155785,0.08465417309115394,141.232,25731.3,8.243113776801017,1.5018270188413392,7.057397
54370,Côte d’Ivoire,nuclear,2019,,,141.232,25731.3,8.243113776801017,1.5018270188413392,0.0
54371,Côte d’Ivoire,renewables_n_other,2019,0.0178748,0.021307272,141.232,25731.3,8.243113776801017,1.5018270188413392,0.0
54372,Denmark,all_energy_types,2019,0.7221965500121932,0.5454939169824893,308.2223,5816.505,124.16331628911058,2.343102851455567,36.120050677
54373,Denmark,coal,2019,0.03673331335313465,0.0,308.2223,5816.505,124.16331628911058,2.343102851455567,6.042494712284121
54374,Denmark,natural_gas,2019,0.1088424205177741,0.12120525140409696,308.2223,5816.505,124.16331628911058,2.343102851455567,6.209502965
54375,Denmark,petroleum_n_other_liquids,2019,0.344006632410015,0.21149670621839234,308.2223,5816.505,124.16331628911058,2.343102851455567,23.868053
54376,Denmark,nuclear,2019,,,308.2223,5816.505,124.16331628911058,2.343102851455567,0.0
54377,Denmark,renewables_n_other,2019,0.2326141837312694,0.21279195936,308.2223,5816.505,124.16331628911058,2.343102851455567,0.0
54378,Djibouti,all_energy_types,2019,0.0086314065,8.904e-06,5.84841,973.201,8.86908922206204,1.4758552324477936,0.67469826
54379,Djibouti,coal,2019,0.0,0.0,5.84841,973.201,8.86908922206204,1.4758552324477936,0.0
54380,Djibouti,natural_gas,2019,0.0,0.0,5.84841,973.201,8.86908922206204,1.4758552324477936,0.0
54381,Djibouti,petroleum_n_other_liquids,2019,0.0086225025,0.0,5.84841,973.201,8.86908922206204,1.4758552324477936,0.674698260030369
54382,Djibouti,nuclear,2019,,,5.84841,973.201,8.86908922206204,1.4758552324477936,0.0
54383,Djibouti,renewables_n_other,2019,8.904e-06,8.904e-06,5.84841,973.201,8.86908922206204,1.4758552324477936,0.0
54384,Dominica,all_energy_types,2019,0.002693758912,0.000188568912,0.802973,71.808,37.51335383244207,3.354731618622295,0.185983702
54385,Dominica,coal,2019,0.0,0.0,0.802973,71.808,37.51335383244207,3.354731618622295,0.0
54386,Dominica,natural_gas,2019,0.0,0.0,0.802973,71.808,37.51335383244207,3.354731618622295,0.0
54387,Dominica,petroleum_n_other_liquids,2019,0.00250519,0.0,0.802973,71.808,37.51335383244207,3.354731618622295,0.1859837017913472
54388,Dominica,nuclear,2019,,,0.802973,71.808,37.51335383244207,3.354731618622295,0.0
54389,Dominica,renewables_n_other,2019,0.000188568912,0.000188568912,0.802973,71.808,37.51335383244207,3.354731618622295,0.0
54390,Dominican Republic,all_energy_types,2019,0.418997508110365,0.01838676,190.149,10736.3,39.0262481590832,2.2035220175250196,25.265246857
54391,Dominican Republic,coal,2019,0.050455612715128204,0.0,190.149,10736.3,39.0262481590832,2.2035220175250196,2.7903430133688145
54392,Dominican Republic,natural_gas,2019,0.05926144501911,0.0,190.149,10736.3,39.0262481590832,2.2035220175250196,2.478653694
54393,Dominican Republic,petroleum_n_other_liquids,2019,0.2908498924,0.0,190.149,10736.3,39.0262481590832,2.2035220175250196,19.99625015
54394,Dominican Republic,nuclear,2019,,,190.149,10736.3,39.0262481590832,2.2035220175250196,0.0
54395,Dominican Republic,renewables_n_other,2019,0.018430557976126794,0.01838676,190.149,10736.3,39.0262481590832,2.2035220175250196,0.0
54396,Ecuador,all_energy_types,2019,0.7387865722001973,1.4069200819758962,183.665,17357.2,42.56369530801035,4.022467929111139,37.349371309
54397,Ecuador,coal,2019,0.0004324063349173092,0.0,183.665,17357.2,42.56369530801035,4.022467929111139,0.04694424770066252
54398,Ecuador,natural_gas,2019,0.01276899426528,0.01276899426527985,183.665,17357.2,42.56369530801035,4.022467929111139,0.750341061
54399,Ecuador,petroleum_n_other_liquids,2019,0.5092186072,1.1694646833106164,183.665,17357.2,42.56369530801035,4.022467929111139,36.552086
54400,Ecuador,nuclear,2019,,,183.665,17357.2,42.56369530801035,4.022467929111139,0.0
54401,Ecuador,renewables_n_other,2019,0.2163665644,0.2246864044,183.665,17357.2,42.56369530801035,4.022467929111139,0.0
54402,Egypt,all_energy_types,2019,4.0218166746292425,4.050868391182273,1291.81,100370.0,40.06990808637284,3.1133190443093355,235.494498177
54403,Egypt,coal,2019,0.09374494032213557,0.0,1291.81,100370.0,40.06990808637284,3.1133190443093355,10.299867288014683
54404,Egypt,natural_gas,2019,2.151058546413,2.377200648075,1291.81,100370.0,40.06990808637284,3.1133190443093355,115.455033889
54405,Egypt,petroleum_n_other_liquids,2019,1.6220542845,1.5174025431072724,1291.81,100370.0,40.06990808637284,3.1133190443093355,109.739597
54406,Egypt,nuclear,2019,,,1291.81,100370.0,40.06990808637284,3.1133190443093355,0.0
54407,Egypt,renewables_n_other,2019,0.15495890339410684,0.1562652,1291.81,100370.0,40.06990808637284,3.1133190443093355,0.0
54408,El Salvador,all_energy_types,2019,0.15568365354897992,0.03770844,52.962,6453.51,24.123872675331707,2.9395350165964262,7.04650887
54409,El Salvador,coal,2019,0.0,0.0,52.962,6453.51,24.123872675331707,2.9395350165964262,0.002232870400030143
54410,El Salvador,natural_gas,2019,0.0,0.0,52.962,6453.51,24.123872675331707,2.9395350165964262,0.0
54411,El Salvador,petroleum_n_other_liquids,2019,0.113549062,0.0,52.962,6453.51,24.123872675331707,2.9395350165964262,7.044276
54412,El Salvador,nuclear,2019,,,52.962,6453.51,24.123872675331707,2.9395350165964262,0.0
54413,El Salvador,renewables_n_other,2019,0.04213459154897992,0.03770844,52.962,6453.51,24.123872675331707,2.9395350165964262,0.0
54414,Equatorial Guinea,all_energy_types,2019,0.07809995135100027,0.49693561728680097,21.3042,1355.99,57.59625908081938,3.665941520967709,4.669231827
54415,Equatorial Guinea,coal,2019,0.0,0.0,21.3042,1355.99,57.59625908081938,3.665941520967709,0.0
54416,Equatorial Guinea,natural_gas,2019,0.03993282395100027,0.16895066728680094,21.3042,1355.99,57.59625908081938,3.665941520967709,2.177554827
54417,Equatorial Guinea,petroleum_n_other_liquids,2019,0.0370986474,0.32691647,21.3042,1355.99,57.59625908081938,3.665941520967709,2.491677
54418,Equatorial Guinea,nuclear,2019,,,21.3042,1355.99,57.59625908081938,3.665941520967709,0.0
54419,Equatorial Guinea,renewables_n_other,2019,0.00106848,0.00106848,21.3042,1355.99,57.59625908081938,3.665941520967709,0.0
54420,Eritrea,all_energy_types,2019,0.0112780475,0.000213696,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.74245581
54421,Eritrea,coal,2019,0.0,0.0,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.0
54422,Eritrea,natural_gas,2019,0.0,0.0,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.0
54423,Eritrea,petroleum_n_other_liquids,2019,0.0110643515,0.0,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.7424558095852776
54424,Eritrea,nuclear,2019,,,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.0
54425,Eritrea,renewables_n_other,2019,0.000213696,0.000213696,6.02485,3505.71,3.2170508969652367,1.87192170759438,0.0
54426,Estonia,all_energy_types,2019,0.10143948562804142,0.01964943624,45.198,1328.98,76.32882784394154,2.2443357145900573,5.509905901
54427,Estonia,coal,2019,0.0004640256045920677,0.0,45.198,1328.98,76.32882784394154,2.2443357145900573,0.08314247655815722
54428,Estonia,natural_gas,2019,0.01697579671977373,0.0,45.198,1328.98,76.32882784394154,2.2443357145900573,0.979381424
54429,Estonia,petroleum_n_other_liquids,2019,0.05698985950589,0.0,45.198,1328.98,76.32882784394154,2.2443357145900573,4.447382
54430,Estonia,nuclear,2019,,,45.198,1328.98,76.32882784394154,2.2443357145900573,0.0
54431,Estonia,renewables_n_other,2019,0.027009803797785618,0.01964943624,45.198,1328.98,76.32882784394154,2.2443357145900573,0.0
54432,Eswatini,all_energy_types,2019,0.022245642557582313,0.005801763632622098,10.5029,1148.38,19.37132530833201,2.1180476399453783,1.203506529
54433,Eswatini,coal,2019,0.0036448860255823136,0.0025873484006220977,10.5029,1148.38,19.37132530833201,2.1180476399453783,0.3004661973548689
54434,Eswatini,natural_gas,2019,0.0,0.0,10.5029,1148.38,19.37132530833201,2.1180476399453783,0.0
54435,Eswatini,petroleum_n_other_liquids,2019,0.0121722373,0.0,10.5029,1148.38,19.37132530833201,2.1180476399453783,0.903040332000399
54436,Eswatini,nuclear,2019,,,10.5029,1148.38,19.37132530833201,2.1180476399453783,0.0
54437,Eswatini,renewables_n_other,2019,0.006428519232,0.003214415232,10.5029,1148.38,19.37132530833201,2.1180476399453783,0.0
54438,Ethiopia,all_energy_types,2019,0.3608705784410121,0.1259657784,231.935,112109.0,3.218926031282164,1.555912554987441,14.060422857
54439,Ethiopia,coal,2019,0.015160466441012134,0.0,231.935,112109.0,3.218926031282164,1.555912554987441,1.3270269933072072
54440,Ethiopia,natural_gas,2019,0.0,0.0,231.935,112109.0,3.218926031282164,1.555912554987441,0.0
54441,Ethiopia,petroleum_n_other_liquids,2019,0.2231563336,0.0,231.935,112109.0,3.218926031282164,1.555912554987441,12.733395863829259
54442,Ethiopia,nuclear,2019,,,231.935,112109.0,3.218926031282164,1.555912554987441,0.0
54443,Ethiopia,renewables_n_other,2019,0.1225537784,0.1259657784,231.935,112109.0,3.218926031282164,1.555912554987441,0.0
54444,Falkland Islands,all_energy_types,2019,0.00070601,5.96568e-05,,,0.0,0.0,0.04640807
54445,Falkland Islands,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54446,Falkland Islands,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54447,Falkland Islands,petroleum_n_other_liquids,2019,0.0006463532,0.0,,,0.0,0.0,0.046408069858176394
54448,Falkland Islands,nuclear,2019,,,,,0.0,0.0,0.0
54449,Falkland Islands,renewables_n_other,2019,5.96568e-05,5.96568e-05,,,0.0,0.0,0.0
54450,Faroe Islands,all_energy_types,2019,0.013316805,0.0014762832,,,0.0,0.0,0.869814783
54451,Faroe Islands,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54452,Faroe Islands,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54453,Faroe Islands,petroleum_n_other_liquids,2019,0.0118405218,0.0,,,0.0,0.0,0.8698147829967423
54454,Faroe Islands,nuclear,2019,,,,,0.0,0.0,0.0
54455,Faroe Islands,renewables_n_other,2019,0.0014762832,0.0014762832,,,0.0,0.0,0.0
54456,Fiji,all_energy_types,2019,0.029280694975181813,0.005737942392,12.1234,890.116,32.895369789085706,2.4152213879919673,1.649180054
54457,Fiji,coal,2019,1.9983181813740386e-08,0.0,12.1234,890.116,32.895369789085706,2.4152213879919673,3.5783100809511645e-06
54458,Fiji,natural_gas,2019,0.0,0.0,12.1234,890.116,32.895369789085706,2.4152213879919673,0.0
54459,Fiji,petroleum_n_other_liquids,2019,0.0235427326,0.0,12.1234,890.116,32.895369789085706,2.4152213879919673,1.6491764752779106
54460,Fiji,nuclear,2019,,,12.1234,890.116,32.895369789085706,2.4152213879919673,0.0
54461,Fiji,renewables_n_other,2019,0.005737942392,0.005737942392,12.1234,890.116,32.895369789085706,2.4152213879919673,0.0
54462,Finland,all_energy_types,2019,1.1961191624818506,0.537721549745,252.9957,5522.524,216.589219436955,4.727824079547006,44.65256288
54463,Finland,coal,2019,0.09486062291301942,0.0,252.9957,5522.524,216.589219436955,4.727824079547006,11.44055222551888
54464,Finland,natural_gas,2019,0.0920086689198829,0.0,252.9957,5522.524,216.589219436955,4.727824079547006,5.006407654
54465,Finland,petroleum_n_other_liquids,2019,0.414776806577465,0.0,252.9957,5522.524,216.589219436955,4.727824079547006,28.205603
54466,Finland,nuclear,2019,0.233922438305,0.233922438305,252.9957,5522.524,216.589219436955,4.727824079547006,0.0
54467,Finland,renewables_n_other,2019,0.3605506257664832,0.30379911144,252.9957,5522.524,216.589219436955,4.727824079547006,0.0
54468,Former Czechoslovakia,all_energy_types,2019,,,,,,,
54469,Former Czechoslovakia,coal,2019,,,,,,,
54470,Former Czechoslovakia,natural_gas,2019,,,,,,,
54471,Former Czechoslovakia,petroleum_n_other_liquids,2019,,,,,,,
54472,Former Czechoslovakia,nuclear,2019,,,,,,,0.0
54473,Former Czechoslovakia,renewables_n_other,2019,,,,,,,0.0
54474,Former Serbia and Montenegro,all_energy_types,2019,,,,,,,
54475,Former Serbia and Montenegro,coal,2019,,,,,,,
54476,Former Serbia and Montenegro,natural_gas,2019,,,,,,,
54477,Former Serbia and Montenegro,petroleum_n_other_liquids,2019,,,,,,,
54478,Former Serbia and Montenegro,nuclear,2019,,,,,,,0.0
54479,Former Serbia and Montenegro,renewables_n_other,2019,,,,,,,0.0
54480,Former U.S.S.R.,all_energy_types,2019,,,,,,,
54481,Former U.S.S.R.,coal,2019,,,,,,,
54482,Former U.S.S.R.,natural_gas,2019,,,,,,,
54483,Former U.S.S.R.,petroleum_n_other_liquids,2019,,,,,,,
54484,Former U.S.S.R.,nuclear,2019,,,,,,,0.0
54485,Former U.S.S.R.,renewables_n_other,2019,,,,,,,0.0
54486,Former Yugoslavia,all_energy_types,2019,,,,,,,
54487,Former Yugoslavia,coal,2019,,,,,,,
54488,Former Yugoslavia,natural_gas,2019,,,,,,,
54489,Former Yugoslavia,petroleum_n_other_liquids,2019,,,,,,,
54490,Former Yugoslavia,nuclear,2019,,,,,,,0.0
54491,Former Yugoslavia,renewables_n_other,2019,,,,,,,0.0
54492,France,all_energy_types,2019,10.160861615462064,5.139980785934488,2918.618,67266.75,151.0532561103675,3.481394829834553,341.980653833
54493,France,coal,2019,0.26413526929212156,0.0,2918.618,67266.75,151.0532561103675,3.481394829834553,32.63645701282905
54494,France,natural_gas,2019,1.613163244383526,0.0006520267017043949,2918.618,67266.75,151.0532561103675,3.481394829834553,83.045619528
54495,France,petroleum_n_other_liquids,2019,3.458438815452075,0.031185724423782923,2918.618,67266.75,151.0532561103675,3.481394829834553,226.298577292
54496,France,nuclear,2019,3.970353831129,3.970353831129,2918.618,67266.75,151.0532561103675,3.481394829834553,0.0
54497,France,renewables_n_other,2019,0.854770455205341,1.13778920368,2918.618,67266.75,151.0532561103675,3.481394829834553,0.0
54498,French Guiana,all_energy_types,2019,0.016399173608,0.004456024608,,,0.0,0.0,0.870318457
54499,French Guiana,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54500,French Guiana,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54501,French Guiana,petroleum_n_other_liquids,2019,0.011943149,0.0,,,0.0,0.0,0.8703184571732414
54502,French Guiana,nuclear,2019,,,,,0.0,0.0,0.0
54503,French Guiana,renewables_n_other,2019,0.004456024608,0.004456024608,,,0.0,0.0,0.0
54504,French Polynesia,all_energy_types,2019,0.0160996454,0.0019597704,,,0.0,0.0,1.029653081
54505,French Polynesia,coal,2019,0.0,0.0,,,0.0,0.0,0.0
54506,French Polynesia,natural_gas,2019,0.0,0.0,,,0.0,0.0,0.0
54507,French Polynesia,petroleum_n_other_liquids,2019,0.014139875,0.0,,,0.0,0.0,1.0296530812753588
54508,French Polynesia,nuclear,2019,,,,,0.0,0.0,0.0
54509,French Polynesia,renewables_n_other,2019,0.0019597704,0.0019597704,,,0.0,0.0,0.0
54510,Gabon,all_energy_types,2019,0.05819153204367,0.46106271092212486,30.7828,2172.09,26.790571313191442,1.8903911289314161,3.278674777
54511,Gabon,coal,2019,0.0,0.0,30.7828,2172.09,26.790571313191442,1.8903911289314161,0.0
54512,Gabon,natural_gas,2019,0.01179865934367,0.01179865934367,30.7828,2172.09,26.790571313191442,1.8903911289314161,0.714907777
54513,Gabon,petroleum_n_other_liquids,2019,0.0290406287,0.43365533957845487,30.7828,2172.09,26.790571313191442,1.8903911289314161,2.563767
54514,Gabon,nuclear,2019,,,30.7828,2172.09,26.790571313191442,1.8903911289314161,0.0
54515,Gabon,renewables_n_other,2019,0.017352244,0.015608712,30.7828,2172.09,26.790571313191442,1.8903911289314161,0.0
54516,"Gambia, The",all_energy_types,2019,0.0083266765,2.76024e-05,5.2609,2349.08,3.544654290190202,1.5827475336919539,0.5941987
54517,"Gambia, The",coal,2019,0.0,0.0,5.2609,2349.08,3.544654290190202,1.5827475336919539,0.0
54518,"Gambia, The",natural_gas,2019,0.0,0.0,5.2609,2349.08,3.544654290190202,1.5827475336919539,0.0
54519,"Gambia, The",petroleum_n_other_liquids,2019,0.0082990741,0.0,5.2609,2349.08,3.544654290190202,1.5827475336919539,0.5941987000100921
